customer_id,first_name,last_name,email,phone,signup_date,first_campaign_id,acquisition_channel,total_purchases,total_spent,avg_order_value,last_purchase_date,days_since_last_purchase,customer_segment,loyalty_member,loyalty_points,favorite_product_category,preferred_contact_method,age_range,location,purchase_frequency_days,lifetime_value,churn_risk_score,satisfaction_score,referrals_made,responded_to_campaigns,clicked_campaigns,converted_campaigns,email_open_rate,email_click_rate,sms_response_rate,social_shares,video_completion_rate,app_downloads,store_visits,phone_calls,repeat_purchase_rate,preferred_time,preferred_day,seasonal_preference,weather_preference,device_type,social_media_follower,newsletter_subscriber,push_notifications_enabled
81,Carol,Mitchell,carol.mitchell644@email.com,555-9209,2024-08-09,14,TikTok,5,126.15,25.23,2025-08-19,80,New,False,20,Gift Cards,Social,45-54,All Locations,37,194.76,0.48,4.2,0,4,2,1,73.4,48.0,94.7,7,69.3,0,44,7,21.5,Morning,Wednesday,Spring,Mild,Mobile,False,False,True
82,Karen,James,karen.james530@email.com,555-5247,2025-04-21,12,Facebook,7,143.08,20.44,2025-01-15,296,Corporate,False,219,Espresso,Push,45-54,All Locations,37,196.97,0.73,3.9,1,8,5,2,68.4,42.1,70.7,30,69.7,0,40,7,13.2,Evening,Monday,Spring,Any,Tablet,True,False,True
83,Nancy,Rogers,nancy.rogers943@email.com,555-3458,2025-04-08,2,TikTok,11,182.16,16.56,2025-02-22,258,Families,False,522,Cold Brew,SMS,25-34,All Locations,17,318.3,0.35,4.6,4,12,7,3,76.1,51.2,60.3,18,88.2,1,32,6,61.3,Morning,Thursday,Summer,Hot,Desktop,True,True,False
84,Jason,Ford,jason.ford816@email.com,555-5016,2025-05-07,1,TikTok,17,578.34,34.02,2025-04-28,193,Loyal,True,419,Iced Coffee,Email,25-34,All Locations,15,752.86,0.12,4.9,1,11,5,3,88.8,58.2,81.7,47,71.2,0,26,20,49.7,Afternoon,Thursday,Spring,Sunny,Mobile,True,False,True
85,Kenneth,Flores,kenneth.flores988@email.com,555-3141,2025-02-08,10,SMS,10,177.2,17.72,2025-09-12,56,Health,True,307,Latte,Email,25-34,Business Dist,25,394.12,0.3,4.2,2,14,12,4,53.5,31.0,81.3,21,77.9,0,8,4,16.4,Brunch,Wednesday,Spring,Sunny,Tablet,False,False,True
86,Robert,Collins,robert.collins406@email.com,555-9412,2025-08-19,22,SMS,8,208.96,26.12,2025-09-19,49,Corporate,False,231,Pastries,Email,25-34,Downtown,41,409.59,0.51,4.1,1,15,9,4,73.7,49.7,85.9,7,86.5,0,29,2,73.4,Morning,Monday,Fall,Cloudy,Mobile,True,True,True
87,Susan,Jackson,susan.jackson44@email.com,555-8552,2025-08-18,6,TikTok,11,364.87,33.17,2025-03-23,229,Eco,True,319,Latte,Email,55-64,All Locations,15,594.73,0.31,4.3,3,20,13,4,58.0,36.3,93.2,29,83.9,0,32,7,49.6,All Day,Tuesday,Winter,Hot,Desktop,True,True,False
88,Thomas,Rogers,thomas.rogers277@email.com,555-3946,2025-09-12,11,Google Ads,18,546.12,30.34,2025-08-17,82,Loyal,True,1132,Espresso,SMS,25-34,University,7,1365.04,0.21,4.7,5,15,9,5,85.6,49.3,89.6,4,64.7,0,23,18,19.9,All Day,Sunday,Summer,Any,Mobile,False,False,True
89,Samantha,Peterson,samantha.peterson556@email.com,555-6063,2025-04-12,16,Instagram,1,21.63,21.63,2025-09-01,67,New,False,0,Subscription,SMS,35-44,Downtown,27,44.06,0.48,4.0,6,6,5,3,81.6,58.2,93.6,9,82.6,0,11,13,65.4,Morning,Tuesday,All,Mild,Mobile,True,True,False
90,Donna,Hughes,donna.hughes325@email.com,555-3854,2024-03-12,23,LinkedIn,15,278.25,18.55,2025-01-17,294,Families,False,165,Seasonal Items,Email,25-34,All Locations,27,362.33,0.29,4.4,1,6,5,1,79.7,45.5,67.3,48,65.0,0,9,1,14.7,Evening,Sunday,All,Cloudy,Tablet,False,True,True
91,Lisa,Taylor,lisa.taylor738@email.com,555-1020,2025-08-20,13,Multi-Channel,6,102.18,17.03,2025-01-15,296,Eco,False,484,Cappuccino,SMS,45-54,Downtown,28,191.63,0.35,4.3,1,6,3,1,48.7,24.4,73.1,14,76.4,0,28,5,52.5,Morning,Wednesday,Summer,Rainy,Desktop,False,False,False
92,Kenneth,Lewis,kenneth.lewis55@email.com,555-2659,2024-11-03,7,Google Ads,12,274.32,22.86,2025-02-28,252,Eco,True,150,Latte,Email,35-44,Downtown,23,537.56,0.4,4.2,1,18,10,3,45.2,26.6,67.4,43,61.5,0,43,3,54.9,Brunch,Monday,Winter,Any,Tablet,False,True,False
93,Paul,Allen,paul.allen380@email.com,555-7249,2024-09-25,6,Multi-Channel,18,473.04,26.28,2025-09-18,50,Loyal,True,950,Espresso,Social,55-64,Business Dist,14,700.74,0.14,4.6,4,19,12,6,36.9,28.7,83.1,30,67.1,0,34,19,20.3,All Day,Tuesday,All,Sunny,Desktop,True,True,True
94,Cynthia,Cooper,cynthia.cooper178@email.com,555-3738,2025-03-06,7,Facebook,23,728.64,31.68,2025-10-03,35,Loyal,True,702,Espresso,Push,55-64,Business Dist,8,1172.72,0.25,4.7,6,3,2,1,53.9,35.7,65.5,46,72.6,0,37,9,70.7,All Day,Wednesday,Winter,Cold,Desktop,True,True,True
95,Karen,Morgan,karen.morgan271@email.com,555-7275,2023-12-08,16,Multi-Channel,15,236.7,15.78,2025-05-21,170,Loyal,True,1222,Cappuccino,Email,45-54,University,11,560.38,0.13,4.8,7,12,7,3,76.8,40.7,66.1,43,64.0,1,6,13,24.8,Evening,Monday,Winter,Any,Desktop,False,True,False
96,Betty,Diaz,betty.diaz497@email.com,555-9462,2024-09-21,2,Facebook,3,56.58,18.86,2025-10-08,30,New,True,44,Cappuccino,Email,45-54,Downtown,36,130.11,0.42,4.5,7,17,11,6,42.4,21.6,62.6,25,62.4,0,17,2,30.0,Evening,Saturday,Fall,Rainy,Desktop,True,True,False
97,Paul,Garcia,paul.garcia167@email.com,555-4511,2025-02-24,21,Google Ads,10,332.3,33.23,2025-11-02,5,Families,True,342,Cappuccino,Social,55-64,University,24,690.14,0.35,4.2,1,17,10,4,51.1,36.6,60.1,43,78.7,1,39,10,30.9,Evening,Thursday,Spring,Any,Desktop,True,False,False
98,Jason,Ward,jason.ward66@email.com,555-6509,2024-12-29,21,LinkedIn,4,131.96,32.99,2025-04-14,207,Corporate,False,123,Subscription,SMS,18-24,Business Dist,49,299.09,0.56,4.2,3,4,2,1,47.7,34.5,88.6,35,73.3,1,11,17,22.7,Evening,Wednesday,Spring,Hot,Desktop,False,False,False
99,Nicole,Howard,nicole.howard132@email.com,555-5237,2024-03-15,25,Facebook,5,153.8,30.76,2025-06-26,134,Health,True,530,Merchandise,Social,45-54,Downtown,22,261.09,0.31,4.5,4,5,3,1,91.6,64.2,75.8,7,71.5,0,7,15,38.6,Brunch,Monday,All,Cold,Tablet,False,True,True
100,Karen,Richardson,karen.richardson147@email.com,555-6183,2025-04-07,25,Email,9,172.71,19.19,2025-01-15,296,Foodies,True,380,Latte,Push,18-24,Suburban,20,384.84,0.29,4.0,5,18,11,3,87.6,53.4,80.8,23,72.7,0,26,3,61.4,All Day,Thursday,Spring,Hot,Desktop,True,True,True
101,Kimberly,Foster,kimberly.foster899@email.com,555-6641,2024-11-23,5,Email,12,289.44,24.12,2025-02-11,269,Eco,True,397,Subscription,Push,25-34,University,24,556.98,0.25,4.6,0,3,1,0,53.9,28.1,70.2,5,78.2,0,3,4,54.8,Brunch,Wednesday,Fall,Cloudy,Desktop,True,True,False
102,Kathleen,Brooks,kathleen.brooks639@email.com,555-1796,2024-02-08,2,Email,11,269.39,24.49,2025-11-02,5,Loyal,True,917,Iced Coffee,Push,18-24,All Locations,8,399.71,0.13,4.7,1,16,13,4,74.3,52.0,68.1,50,63.5,0,50,0,46.6,Evening,Friday,All,Mild,Mobile,True,True,True
103,Joshua,Collins,joshua.collins721@email.com,555-7713,2024-12-10,6,Instagram,11,167.75,15.25,2025-09-11,57,App Users,True,102,Merchandise,Push,25-34,Downtown,21,235.99,0.41,4.3,0,10,6,4,58.7,35.2,84.7,25,72.4,1,44,17,61.7,All Day,Monday,Summer,Rainy,Tablet,True,True,True
104,Nicole,Ford,nicole.ford912@email.com,555-1751,2025-09-29,5,Facebook,9,202.05,22.45,2025-09-09,59,Health,False,195,Seasonal Items,Push,45-54,University,29,345.76,0.49,4.2,2,8,4,2,89.9,53.4,84.6,0,66.5,0,44,5,52.8,Brunch,Saturday,Spring,Any,Desktop,True,True,False
105,Dennis,Collins,dennis.collins627@email.com,555-1472,2023-11-08,24,Facebook,11,309.1,28.1,2025-02-11,269,Foodies,True,367,Merchandise,SMS,35-44,All Locations,18,406.41,0.47,4.3,0,10,6,3,62.5,47.2,82.4,16,75.4,0,31,5,15.2,All Day,Saturday,All,Sunny,Desktop,True,False,True
106,Donna,Campbell,donna.campbell247@email.com,555-6421,2024-12-28,2,Google Ads,10,239.6,23.96,2025-03-23,229,App Users,True,686,Subscription,Email,45-54,Downtown,27,557.77,0.45,4.1,3,20,10,3,71.3,48.9,75.9,34,70.4,1,30,13,63.7,Morning,Thursday,Spring,Sunny,Tablet,False,True,False
107,Betty,Howard,betty.howard734@email.com,555-6952,2024-07-02,4,Email,6,152.64,25.44,2025-10-14,24,Families,False,380,Latte,Push,25-34,Business Dist,19,327.03,0.34,4.6,3,6,5,2,50.9,36.4,84.1,7,63.3,0,24,20,57.0,Morning,Wednesday,All,Cloudy,Mobile,False,True,False
108,Daniel,Hamilton,daniel.hamilton914@email.com,555-8381,2024-06-27,22,Facebook,4,133.96,33.49,2025-08-08,91,Foodies,False,594,Merchandise,SMS,25-34,Downtown,16,299.71,0.37,4.3,6,19,16,7,49.8,29.4,81.3,29,67.4,0,9,15,59.0,Brunch,Saturday,All,Cold,Desktop,False,True,False
109,Joshua,Ramirez,joshua.ramirez307@email.com,555-9975,2024-11-21,23,Google Ads,9,252.0,28.0,2025-02-22,258,Families,True,463,Gift Cards,Social,18-24,University,23,617.4,0.43,4.6,6,16,12,7,68.7,40.7,92.3,34,80.3,0,22,15,56.9,All Day,Thursday,All,Cold,Tablet,True,False,True
110,Joshua,Nelson,joshua.nelson769@email.com,555-3636,2024-12-19,22,SMS,3,93.84,31.28,2025-01-23,288,Students,False,91,Cappuccino,Push,25-34,All Locations,24,133.53,0.47,4.2,0,16,14,9,50.8,31.6,87.6,23,77.8,0,36,14,68.1,Evening,Saturday,Summer,Hot,Desktop,True,False,False
111,Jeffrey,Bryant,jeffrey.bryant727@email.com,555-7025,2024-02-14,18,Google Ads,10,184.8,18.48,2025-04-27,194,Families,True,592,Cold Brew,Push,35-44,All Locations,21,354.19,0.29,4.6,2,3,1,0,70.1,43.5,81.9,43,75.8,0,41,20,56.3,Evening,Tuesday,Fall,Cold,Desktop,False,False,True
112,Donna,Wood,donna.wood564@email.com,555-6866,2025-07-26,23,LinkedIn,7,181.02,25.86,2025-05-12,179,App Users,True,525,Cappuccino,SMS,35-44,University,20,322.96,0.36,4.6,5,19,13,6,88.9,52.3,86.3,47,63.4,0,21,6,65.7,Evening,Wednesday,Fall,Any,Tablet,False,True,True
113,Stephanie,Rogers,stephanie.rogers263@email.com,555-9851,2024-12-23,1,LinkedIn,12,256.92,21.41,2025-09-18,50,App Users,False,297,Latte,Email,18-24,Suburban,29,359.38,0.35,4.2,2,9,6,3,93.6,68.6,83.1,43,88.2,0,24,9,65.6,Afternoon,Sunday,Spring,Any,Mobile,True,True,False
114,Matthew,Brown,matthew.brown589@email.com,555-4729,2025-01-17,14,TikTok,10,151.2,15.12,2025-10-05,33,Foodies,True,647,Merchandise,Email,18-24,University,28,327.25,0.29,4.3,2,12,8,3,90.6,55.7,92.7,16,60.9,1,35,10,54.4,All Day,Monday,Winter,Any,Tablet,True,True,False
115,Linda,Butler,linda.butler909@email.com,555-7113,2025-09-27,18,Facebook,1,19.2,19.2,2025-05-14,177,New,True,78,Cappuccino,Push,55-64,Suburban,20,42.04,0.47,4.2,7,9,4,2,59.0,31.8,74.9,37,61.6,1,49,9,50.6,Afternoon,Tuesday,Fall,Cold,Desktop,True,True,True
116,Susan,Collins,susan.collins132@email.com,555-4842,2025-06-28,10,Email,11,293.48,26.68,2025-05-04,187,Families,False,455,Subscription,Push,25-34,Downtown,21,580.7,0.36,4.6,7,16,9,3,48.2,30.2,79.1,24,69.9,0,32,20,22.3,Evening,Tuesday,Fall,Mild,Tablet,False,True,False
117,Jose,Davis,jose.davis862@email.com,555-5597,2025-05-18,18,Google Ads,7,223.93,31.99,2025-01-13,298,Corporate,False,9,Merchandise,Push,55-64,Suburban,70,460.84,0.52,3.9,4,18,13,4,94.9,74.2,82.7,40,69.3,0,33,1,26.7,Morning,Friday,Winter,Cold,Tablet,True,True,True
118,Helen,Simmons,helen.simmons170@email.com,555-9423,2025-05-18,15,Facebook,12,405.36,33.78,2025-03-02,250,Students,False,123,Cappuccino,Email,35-44,University,33,546.63,0.63,4.5,4,15,10,4,37.8,30.0,91.8,23,66.6,1,25,2,55.7,Afternoon,Monday,Fall,Cold,Desktop,False,False,True
119,Kevin,James,kevin.james258@email.com,555-7165,2025-02-22,17,TikTok,9,293.76,32.64,2025-07-12,118,Health,True,613,Espresso,Social,25-34,Suburban,30,536.96,0.44,4.6,7,6,4,1,65.6,46.1,88.9,21,74.4,0,27,20,13.0,Afternoon,Tuesday,Winter,Cold,Tablet,False,True,True
120,Gary,Ross,gary.ross165@email.com,555-3207,2024-01-03,17,Instagram,6,161.94,26.99,2025-10-28,10,Local,False,515,Iced Coffee,Email,25-34,Business Dist,16,320.05,0.25,4.6,5,16,11,6,84.2,46.7,62.5,6,67.9,0,10,18,17.6,All Day,Thursday,Spring,Cloudy,Mobile,False,False,True
121,Joshua,James,joshua.james881@email.com,555-9263,2023-11-08,14,Facebook,5,125.35,25.07,2025-03-05,247,Local,True,644,Latte,Email,45-54,All Locations,20,180.63,0.34,4.4,1,16,9,5,82.4,50.6,65.8,43,82.2,0,15,2,29.8,Brunch,Wednesday,Summer,Mild,Tablet,False,True,False
122,Jason,Morgan,jason.morgan264@email.com,555-4096,2025-10-03,23,Instagram,12,278.16,23.18,2025-04-02,219,Local,True,423,Merchandise,Social,35-44,All Locations,18,397.18,0.36,4.3,7,15,12,5,40.5,31.2,70.8,50,65.4,0,26,3,62.3,Brunch,Friday,Winter,Cold,Desktop,False,True,False
123,George,Gonzales,george.gonzales973@email.com,555-3650,2025-06-28,7,TikTok,12,377.64,31.47,2025-03-29,223,Health,True,193,Espresso,Email,35-44,Suburban,16,704.68,0.25,4.7,2,15,13,5,74.4,43.6,86.2,14,61.7,1,13,7,66.3,Evening,Monday,All,Sunny,Tablet,False,True,True
124,Patricia,Young,patricia.young35@email.com,555-9364,2024-04-28,23,Google Ads,6,209.64,34.94,2025-05-10,181,Local,True,188,Seasonal Items,Push,55-64,Suburban,16,468.67,0.31,4.5,4,12,9,4,37.8,25.9,79.9,30,70.4,0,26,17,28.3,All Day,Monday,Summer,Sunny,Tablet,True,False,True
125,Betty,Gray,betty.gray110@email.com,555-2185,2024-05-11,10,LinkedIn,5,119.3,23.86,2025-03-04,248,New,False,177,Cappuccino,Social,45-54,Business Dist,28,209.07,0.56,4.5,5,11,5,2,41.6,24.6,70.1,14,66.9,0,17,1,16.5,All Day,Sunday,Summer,Hot,Mobile,False,True,True
126,Deborah,Hayes,deborah.hayes841@email.com,555-6603,2025-07-23,18,Facebook,9,302.49,33.61,2025-07-27,103,Foodies,True,799,Cappuccino,SMS,35-44,Suburban,26,462.27,0.27,4.4,0,14,7,2,72.6,48.2,92.2,1,79.9,0,32,18,70.8,Afternoon,Tuesday,Fall,Any,Tablet,True,True,False
127,Donna,Allen,donna.allen783@email.com,555-9374,2024-12-26,13,Google Ads,6,150.3,25.05,2025-08-09,90,Local,False,133,Pastries,Email,55-64,Business Dist,16,266.4,0.36,4.3,4,9,5,1,56.7,43.0,64.4,39,89.5,1,22,5,44.9,Evening,Saturday,Summer,Sunny,Tablet,True,True,False
128,Jennifer,Bell,jennifer.bell718@email.com,555-7099,2024-09-30,13,SMS,6,186.48,31.08,2025-04-25,196,Foodies,True,376,Cappuccino,SMS,25-34,Business Dist,19,366.7,0.49,4.5,0,19,13,5,82.5,41.3,77.0,35,61.6,0,39,15,68.7,Morning,Tuesday,Spring,Hot,Mobile,False,True,True
129,Nicole,Cooper,nicole.cooper763@email.com,555-6483,2025-01-15,12,LinkedIn,12,411.12,34.26,2025-01-16,295,App Users,True,795,Gift Cards,SMS,35-44,University,23,632.61,0.3,4.3,2,17,14,6,60.3,35.3,70.0,20,64.3,0,33,13,31.9,Evening,Saturday,All,Hot,Tablet,False,True,False
130,Frank,Perez,frank.perez728@email.com,555-5382,2024-01-28,21,TikTok,5,116.4,23.28,2025-10-26,12,Corporate,False,230,Latte,SMS,35-44,Downtown,53,177.01,0.72,4.2,1,5,4,1,38.8,24.4,61.9,39,75.7,0,26,12,31.7,Afternoon,Tuesday,Spring,Sunny,Mobile,True,True,True
131,Robert,Diaz,robert.diaz291@email.com,555-8260,2024-01-06,5,Facebook,6,146.04,24.34,2025-06-20,140,App Users,True,587,Gift Cards,Push,25-34,All Locations,15,342.48,0.21,4.2,5,16,11,6,57.9,39.0,84.1,14,66.1,0,24,5,20.9,Afternoon,Friday,All,Hot,Tablet,False,False,True
132,Michael,Johnson,michael.johnson536@email.com,555-3233,2024-10-21,10,Multi-Channel,4,123.84,30.96,2025-11-03,4,App Users,True,540,Gift Cards,Social,25-34,Business Dist,30,249.71,0.48,4.3,3,15,12,4,94.8,66.0,84.5,5,88.4,1,33,1,19.6,All Day,Thursday,Spring,Cloudy,Mobile,False,True,False
133,Stephanie,Long,stephanie.long467@email.com,555-8418,2025-01-03,23,Multi-Channel,11,378.95,34.45,2025-09-03,65,Families,True,195,Pastries,Email,25-34,Downtown,14,620.92,0.29,4.8,2,16,9,5,94.9,60.7,93.0,41,69.9,0,3,12,23.5,Afternoon,Monday,Spring,Cloudy,Desktop,True,True,False
134,Lisa,Morris,lisa.morris849@email.com,555-1206,2025-06-06,25,Google Ads,11,279.62,25.42,2025-03-09,243,Eco,True,196,Seasonal Items,Social,35-44,Suburban,22,693.05,0.42,4.0,3,11,7,2,66.7,42.7,77.5,23,85.9,1,11,18,18.4,Morning,Saturday,All,Cold,Mobile,True,True,False
135,Robert,Chen,robert.chen993@email.com,555-1688,2024-02-21,23,Multi-Channel,6,172.32,28.72,2025-10-07,31,Local,True,193,Cold Brew,Social,25-34,All Locations,26,294.0,0.43,4.2,6,20,16,9,93.3,59.0,77.3,28,60.6,1,3,15,59.5,Morning,Tuesday,Spring,Cloudy,Desktop,False,False,True
136,Matthew,Perez,matthew.perez556@email.com,555-9029,2025-03-28,19,Facebook,9,163.89,18.21,2025-03-21,231,App Users,False,667,Iced Coffee,Social,55-64,University,25,317.51,0.42,4.2,1,8,6,3,86.6,48.9,62.8,23,67.2,0,21,5,32.5,Brunch,Monday,All,Hot,Tablet,False,True,False
137,Nicole,James,nicole.james675@email.com,555-2092,2025-08-25,5,Facebook,16,450.56,28.16,2025-06-28,132,Loyal,True,1195,Cold Brew,Social,25-34,All Locations,8,870.02,0.15,4.5,6,5,3,1,35.7,22.9,61.4,23,88.1,1,18,9,61.4,Morning,Monday,Fall,Mild,Desktop,False,False,True
138,Linda,Brown,linda.brown968@email.com,555-4537,2024-04-25,4,Email,14,385.14,27.51,2025-01-25,286,Families,True,391,Seasonal Items,Email,55-64,University,20,583.36,0.3,4.5,5,8,5,2,74.5,49.2,75.1,4,88.0,0,28,10,52.6,Brunch,Saturday,Spring,Sunny,Mobile,False,True,False
139,Karen,Kelly,karen.kelly220@email.com,555-7145,2024-03-24,24,SMS,11,296.12,26.92,2025-06-05,155,Health,True,391,Cold Brew,Social,25-34,Suburban,29,568.89,0.49,4.0,5,20,14,7,78.2,60.2,71.3,6,83.0,0,38,1,27.9,Evening,Monday,Winter,Cold,Tablet,True,True,False
140,Linda,Wilson,linda.wilson585@email.com,555-7550,2024-03-05,7,Email,11,345.29,31.39,2025-06-06,154,Health,False,690,Cold Brew,Push,18-24,Downtown,20,488.39,0.35,4.6,6,10,7,4,75.9,56.1,68.8,40,79.0,0,37,0,45.2,Evening,Wednesday,Spring,Hot,Mobile,True,True,True
141,Kimberly,Clark,kimberly.clark52@email.com,555-7436,2024-07-09,25,Email,12,294.24,24.52,2025-01-30,281,Families,False,142,Seasonal Items,Social,18-24,Business Dist,18,645.67,0.45,4.3,3,18,13,6,67.2,37.0,63.2,41,76.8,0,21,9,50.3,All Day,Thursday,Fall,Any,Mobile,True,True,False
142,Stephanie,Washington,stephanie.washington424@email.com,555-7939,2024-09-29,12,Google Ads,9,282.87,31.43,2025-08-24,75,Health,True,731,Pastries,Email,25-34,Suburban,15,640.24,0.43,4.1,5,4,2,1,43.9,32.9,93.7,29,82.9,0,22,18,47.7,Evening,Tuesday,Summer,Sunny,Tablet,True,True,False
143,Jennifer,Kelly,jennifer.kelly536@email.com,555-5237,2024-03-26,16,Facebook,22,418.22,19.01,2025-06-21,139,Loyal,True,981,Cold Brew,Push,18-24,Downtown,15,893.25,0.06,4.6,3,14,11,3,51.0,26.8,89.3,44,79.5,0,32,17,16.2,Brunch,Saturday,Winter,Mild,Tablet,False,False,True
144,Joshua,Gray,joshua.gray990@email.com,555-8503,2024-03-13,23,Instagram,17,261.29,15.37,2025-05-09,182,Loyal,True,721,Iced Coffee,SMS,55-64,University,15,554.24,0.11,4.7,2,20,17,6,73.5,48.1,72.0,19,68.7,0,44,19,53.8,Morning,Saturday,Winter,Hot,Mobile,True,False,False
145,Eric,Bell,eric.bell247@email.com,555-3502,2024-07-29,10,LinkedIn,12,372.0,31.0,2025-06-01,159,Foodies,False,800,Gift Cards,SMS,45-54,Suburban,19,868.66,0.26,4.1,5,20,17,5,41.7,28.8,71.1,41,81.8,0,41,8,20.6,All Day,Tuesday,Winter,Sunny,Tablet,False,True,False
146,Samantha,Taylor,samantha.taylor135@email.com,555-4026,2025-09-12,25,SMS,7,123.76,17.68,2025-03-11,241,Local,True,588,Subscription,SMS,45-54,Business Dist,22,286.55,0.27,4.0,3,4,2,1,61.1,36.7,92.4,26,66.7,0,29,15,58.2,Brunch,Tuesday,Fall,Cloudy,Mobile,True,True,True
147,Ashley,Adams,ashley.adams438@email.com,555-7633,2025-08-27,20,TikTok,10,253.7,25.37,2025-10-17,21,Health,True,351,Gift Cards,Push,55-64,Downtown,16,450.25,0.36,4.3,2,12,8,3,62.2,46.4,80.1,7,61.6,0,3,3,22.6,Afternoon,Wednesday,Spring,Hot,Desktop,False,False,False
148,Nancy,Gonzales,nancy.gonzales560@email.com,555-3216,2024-09-01,14,LinkedIn,4,67.2,16.8,2025-08-15,84,Foodies,True,565,Espresso,Email,18-24,Business Dist,20,113.49,0.34,4.6,5,19,14,5,68.0,34.9,93.3,8,63.6,0,9,13,31.6,Evening,Monday,All,Mild,Desktop,True,True,True
149,Gregory,Hamilton,gregory.hamilton985@email.com,555-8311,2024-12-17,21,Facebook,2,49.9,24.95,2025-11-04,3,New,True,117,Merchandise,Push,25-34,Suburban,26,94.73,0.3,4.5,4,17,9,4,92.2,66.9,95.0,2,74.9,0,46,10,12.6,All Day,Saturday,Spring,Hot,Desktop,True,True,True
150,Jessica,Washington,jessica.washington592@email.com,555-5889,2024-11-03,3,Instagram,4,119.96,29.99,2025-10-19,19,New,True,116,Espresso,Social,35-44,University,25,207.8,0.35,4.2,6,20,10,4,87.6,61.5,83.5,7,68.2,0,7,9,78.6,Brunch,Sunday,Summer,Any,Desktop,True,False,True
151,Kevin,Wilson,kevin.wilson496@email.com,555-5705,2024-07-28,20,LinkedIn,6,163.74,27.29,2025-02-25,255,Corporate,False,66,Pastries,SMS,55-64,Suburban,66,310.4,0.8,4.1,6,17,12,4,50.8,28.8,89.7,2,90.0,0,41,14,54.8,Evening,Tuesday,Summer,Sunny,Mobile,True,True,False
152,Stephanie,Mitchell,stephanie.mitchell261@email.com,555-2111,2024-11-27,10,LinkedIn,13,411.32,31.64,2025-05-17,174,Loyal,True,459,Pastries,Push,18-24,Suburban,12,630.48,0.12,4.9,4,13,8,5,65.0,36.4,69.4,19,61.7,1,22,20,66.0,Brunch,Tuesday,Spring,Any,Tablet,False,False,True
153,Christopher,Martinez,christopher.martinez993@email.com,555-3446,2024-12-25,1,LinkedIn,12,387.48,32.29,2025-05-29,162,Eco,False,219,Cold Brew,Social,45-54,Downtown,20,853.17,0.37,4.3,1,9,6,2,45.7,23.2,61.4,23,83.3,1,33,17,33.8,Brunch,Tuesday,Winter,Hot,Desktop,False,False,True
154,Brian,Griffin,brian.griffin895@email.com,555-9579,2024-11-25,25,LinkedIn,4,96.76,24.19,2025-02-12,268,Students,False,9,Espresso,Email,35-44,Downtown,31,208.65,0.64,3.9,3,4,2,1,79.7,40.4,86.5,31,79.2,0,31,16,64.1,All Day,Sunday,Summer,Rainy,Desktop,False,True,True
155,Scott,Jackson,scott.jackson280@email.com,555-3446,2025-04-30,9,Email,29,753.71,25.99,2025-06-14,146,Loyal,True,1117,Merchandise,SMS,25-34,Downtown,15,1224.98,0.15,4.6,0,4,2,0,89.8,51.5,83.6,7,72.9,0,34,15,51.5,Evening,Friday,Winter,Cold,Desktop,True,True,False
156,Stephanie,Gonzales,stephanie.gonzales457@email.com,555-6826,2024-11-23,11,Google Ads,5,84.75,16.95,2025-03-13,239,App Users,False,579,Pastries,SMS,25-34,Suburban,29,141.74,0.37,4.1,7,13,10,6,87.2,56.0,75.9,6,63.9,1,19,19,50.2,All Day,Wednesday,Winter,Hot,Mobile,True,True,False
157,Anthony,Taylor,anthony.taylor416@email.com,555-2752,2024-11-09,18,Email,6,155.76,25.96,2025-04-24,197,Corporate,False,124,Espresso,Social,25-34,All Locations,59,384.52,0.62,4.1,7,20,15,5,52.9,39.9,76.5,42,76.0,0,7,5,31.6,Brunch,Sunday,Spring,Cold,Desktop,True,False,False
158,Steven,Martinez,steven.martinez613@email.com,555-2781,2024-02-06,25,TikTok,11,343.2,31.2,2025-08-22,77,Health,False,751,Pastries,Social,45-54,All Locations,16,757.95,0.23,4.6,6,13,8,4,73.3,38.3,82.8,43,66.9,1,33,4,18.9,All Day,Thursday,Fall,Cloudy,Tablet,False,True,True
159,Richard,Lee,richard.lee379@email.com,555-9992,2025-08-15,1,LinkedIn,3,64.08,21.36,2025-04-25,196,New,False,160,Seasonal Items,SMS,25-34,Business Dist,20,112.74,0.37,4.4,1,16,8,5,71.5,44.6,83.5,15,76.8,0,9,16,55.0,Afternoon,Tuesday,All,Hot,Desktop,True,True,False
160,Andrew,Richardson,andrew.richardson916@email.com,555-7974,2024-01-09,6,Multi-Channel,10,151.5,15.15,2025-07-08,122,App Users,True,719,Gift Cards,Social,45-54,All Locations,29,287.51,0.32,4.2,4,18,14,4,44.2,30.5,92.1,30,62.4,0,30,14,56.5,All Day,Wednesday,Summer,Sunny,Tablet,False,False,True
161,Scott,Brown,scott.brown701@email.com,555-9834,2024-02-23,10,Instagram,12,356.16,29.68,2025-06-09,151,Health,True,687,Iced Coffee,SMS,18-24,All Locations,15,642.95,0.34,4.4,0,18,13,6,80.8,45.1,83.0,34,80.0,0,10,8,64.9,Evening,Saturday,All,Rainy,Mobile,False,True,True
162,Lisa,White,lisa.white631@email.com,555-5603,2024-12-31,9,Instagram,5,155.8,31.16,2025-07-09,121,New,False,94,Pastries,SMS,55-64,Downtown,25,251.38,0.57,4.4,2,18,14,6,67.4,47.8,73.4,8,81.8,0,39,6,67.4,Evening,Monday,Fall,Cold,Mobile,True,False,False
