customer_id,first_name,last_name,email,phone,signup_date,first_campaign_id,acquisition_channel,total_purchases,total_spent,avg_order_value,last_purchase_date,days_since_last_purchase,customer_segment,loyalty_member,loyalty_points,favorite_product_category,preferred_contact_method,age_range,location,purchase_frequency_days,lifetime_value,churn_risk_score,satisfaction_score,referrals_made,responded_to_campaigns,clicked_campaigns,converted_campaigns,email_open_rate,email_click_rate,sms_response_rate,social_shares,video_completion_rate,app_downloads,store_visits,phone_calls,repeat_purchase_rate,preferred_time,preferred_day,seasonal_preference,weather_preference,device_type,social_media_follower,newsletter_subscriber,push_notifications_enabled
80,Linda,Wright,linda.wright531@email.com,555-9348,2025-03-29,24,TikTok,17,3179.0,187.0,2025-02-24,294,Corporate,False,457,Merchandise,Email,55-64,Downtown,20,4278.18,3.75,3.03,1,16,10,5,55.66,10.0,17.2,1,68.97,3,4,1,56.67,Evening,Wednesday,Fall,Hot,Tablet,True,True,True
81,Carol,Mitchell,carol.mitchell644@email.com,555-9209,2024-08-09,14,TikTok,4,977.8,244.45,2025-08-19,364,New,False,284,Gift Cards,Social,45-54,All Locations,73,3399.72,1.96,4.06,0,4,2,1,76.54,34.91,31.9,3,78.67,2,7,8,13.33,Morning,Wednesday,Spring,Mild,Mobile,False,False,True
82,Karen,James,karen.james530@email.com,555-5247,2025-04-21,12,Facebook,18,2497.5,138.75,2025-01-15,119,Corporate,False,286,Espresso,Push,45-54,All Locations,17,4848.68,1.54,4.08,1,8,5,2,52.05,11.19,43.97,6,76.2,1,2,5,60.0,Evening,Monday,Spring,Any,Tablet,True,False,True
83,Nancy,Rogers,nancy.rogers943@email.com,555-3458,2025-04-08,2,TikTok,8,754.24,94.28,2025-02-22,238,Families,False,135,Cold Brew,SMS,25-34,All Locations,41,2310.02,1.9,4.33,4,12,7,3,62.05,15.33,47.6,1,87.26,2,11,7,26.67,Morning,Thursday,Summer,Hot,Desktop,True,True,False
84,Jason,Ford,jason.ford816@email.com,555-5016,2025-05-07,1,TikTok,4,811.56,202.89,2025-04-28,34,Loyal,True,251,Iced Coffee,Email,25-34,All Locations,61,1449.18,2.83,2.83,1,11,5,3,45.44,5.6,9.77,5,57.52,0,5,0,13.33,Afternoon,Thursday,Spring,Sunny,Mobile,True,False,True
85,Kenneth,Flores,kenneth.flores988@email.com,555-3141,2025-02-08,10,SMS,2,164.58,82.29,2025-09-12,169,Health,True,139,Latte,Email,25-34,Business Dist,91,455.47,2.72,4.29,2,14,12,4,54.39,7.87,11.97,16,54.19,1,4,4,6.67,Brunch,Wednesday,Spring,Sunny,Tablet,False,False,True
86,Robert,Collins,robert.collins406@email.com,555-9412,2025-08-19,22,SMS,6,725.76,120.96,2025-09-19,10,Corporate,False,270,Pastries,Email,25-34,Downtown,46,2139.92,1.3,4.77,1,15,9,4,14.97,4.59,47.51,6,48.13,0,5,0,20.0,Morning,Monday,Fall,Cloudy,Mobile,True,True,True
87,Susan,Jackson,susan.jackson44@email.com,555-8552,2025-08-18,6,TikTok,22,836.88,38.04,2025-03-23,122,Eco,True,122,Latte,Email,55-64,All Locations,15,2150.76,2.87,2.95,3,20,13,4,27.81,5.76,38.14,4,30.76,1,9,9,73.33,All Day,Tuesday,Winter,Hot,Desktop,True,True,False
88,Thomas,Rogers,thomas.rogers277@email.com,555-3946,2025-09-12,11,Google Ads,10,258.3,25.83,2025-08-17,145,Loyal,True,209,Espresso,SMS,25-34,University,28,590.12,3.0,3.09,5,15,9,5,35.33,15.34,44.73,4,60.08,3,0,7,33.33,All Day,Sunday,Summer,Any,Mobile,False,False,True
89,Samantha,Peterson,samantha.peterson556@email.com,555-6063,2025-04-12,16,Instagram,4,965.64,241.41,2025-09-01,223,New,False,159,Subscription,SMS,35-44,Downtown,46,2073.46,0.4,4.93,6,6,5,3,43.07,4.56,14.12,19,39.39,3,6,7,13.33,Morning,Tuesday,All,Mild,Mobile,True,True,False
90,Donna,Hughes,donna.hughes325@email.com,555-3854,2024-03-12,23,LinkedIn,22,4670.16,212.28,2025-01-17,257,Families,False,512,Seasonal Items,Email,25-34,All Locations,14,9351.51,2.56,2.95,1,6,5,1,13.2,3.32,31.44,15,84.49,3,8,0,73.33,Evening,Sunday,All,Cloudy,Tablet,False,True,True
91,Lisa,Taylor,lisa.taylor738@email.com,555-1020,2025-08-20,13,Multi-Channel,29,5222.03,180.07,2025-01-15,268,Eco,False,609,Cappuccino,SMS,45-54,Downtown,11,17430.7,1.96,4.64,1,6,3,1,19.8,4.65,36.55,18,60.82,0,1,8,95.0,Morning,Wednesday,Summer,Rainy,Desktop,False,False,False
92,Kenneth,Lewis,kenneth.lewis55@email.com,555-2659,2024-11-03,7,Google Ads,18,2053.08,114.06,2025-02-28,359,Eco,True,215,Latte,Email,35-44,Downtown,19,6385.95,1.94,3.73,1,18,10,3,29.38,3.17,35.61,8,61.5,4,9,1,60.0,Brunch,Monday,Winter,Any,Tablet,False,True,False
93,Paul,Allen,paul.allen380@email.com,555-7249,2024-09-25,6,Multi-Channel,26,1556.36,59.86,2025-09-18,4,Loyal,True,217,Espresso,Social,55-64,Business Dist,12,5322.07,2.36,3.12,4,19,12,6,78.01,11.68,23.37,4,44.84,1,14,8,86.67,All Day,Tuesday,All,Sunny,Desktop,True,True,True
94,Cynthia,Cooper,cynthia.cooper178@email.com,555-3738,2025-03-06,7,Facebook,12,671.76,55.98,2025-10-03,354,Loyal,True,143,Espresso,Push,55-64,Business Dist,28,998.16,1.59,4.68,6,3,2,1,33.19,8.81,5.69,7,23.64,3,4,0,40.0,All Day,Wednesday,Winter,Cold,Desktop,True,True,True
95,Karen,Morgan,karen.morgan271@email.com,555-7275,2023-12-08,16,Multi-Channel,2,155.12,77.56,2025-05-21,106,Loyal,True,168,Cappuccino,Email,45-54,University,61,446.9,2.98,3.61,7,12,7,3,43.74,13.0,31.23,8,22.22,1,9,9,6.67,Evening,Monday,Winter,Any,Desktop,False,True,False
96,Betty,Diaz,betty.diaz497@email.com,555-9462,2024-09-21,2,Facebook,10,1463.2,146.32,2025-10-08,85,New,True,344,Cappuccino,Email,45-54,Downtown,33,4913.69,2.57,3.79,7,17,11,6,23.73,6.21,16.39,4,49.63,0,3,8,33.33,Evening,Saturday,Fall,Rainy,Desktop,True,True,False
97,Paul,Garcia,paul.garcia167@email.com,555-4511,2025-02-24,21,Google Ads,4,737.44,184.36,2025-11-02,214,Families,True,125,Cappuccino,Social,55-64,University,52,1192.32,3.1,3.4,1,17,10,4,52.75,16.48,25.26,9,25.92,4,5,3,13.33,Evening,Thursday,Spring,Any,Desktop,True,False,False
98,Jason,Ward,jason.ward66@email.com,555-6509,2024-12-29,21,LinkedIn,14,2405.9,171.85,2025-04-14,121,Corporate,False,244,Subscription,SMS,18-24,Business Dist,23,3255.04,1.64,3.98,3,4,2,1,29.65,10.02,48.09,1,62.48,0,5,8,46.67,Evening,Wednesday,Spring,Hot,Desktop,False,False,False
99,Nicole,Howard,nicole.howard132@email.com,555-5237,2024-03-15,25,Facebook,16,1350.08,84.38,2025-06-26,132,Health,True,193,Merchandise,Social,45-54,Downtown,21,3921.41,2.38,2.91,4,5,3,1,24.49,2.55,22.96,8,81.67,1,10,6,53.33,Brunch,Monday,All,Cold,Tablet,False,True,True
100,Karen,Richardson,karen.richardson147@email.com,555-6183,2025-04-07,25,Email,15,3594.3,239.62,2025-01-15,338,Foodies,True,430,Latte,Push,18-24,Suburban,21,9062.27,3.27,3.48,5,18,11,3,46.16,13.19,42.79,10,81.8,4,1,5,50.0,All Day,Thursday,Spring,Hot,Desktop,True,True,True
101,Kimberly,Foster,kimberly.foster899@email.com,555-6641,2024-11-23,5,Email,8,1517.76,189.72,2025-02-11,197,Eco,True,299,Subscription,Push,25-34,University,41,4760.01,0.92,4.92,0,3,1,0,10.39,5.04,13.48,3,66.13,4,1,4,26.67,Brunch,Wednesday,Fall,Cloudy,Desktop,True,True,False
102,Kathleen,Brooks,kathleen.brooks639@email.com,555-1796,2024-02-08,2,Email,14,2065.0,147.5,2025-11-02,19,Loyal,True,298,Iced Coffee,Push,18-24,All Locations,24,3141.85,2.72,3.15,1,16,13,4,10.54,3.24,35.26,1,34.79,0,3,8,46.67,Evening,Friday,All,Mild,Mobile,True,True,True
103,Joshua,Collins,joshua.collins721@email.com,555-7713,2024-12-10,6,Instagram,23,3696.1,160.7,2025-09-11,130,App Users,True,432,Merchandise,Push,25-34,Downtown,15,11195.91,2.52,4.14,0,10,6,4,25.33,9.4,48.97,5,80.41,3,0,1,76.67,All Day,Monday,Summer,Rainy,Tablet,True,True,True
104,Nicole,Ford,nicole.ford912@email.com,555-1751,2025-09-29,5,Facebook,28,3262.28,116.51,2025-09-09,12,Health,False,379,Seasonal Items,Push,45-54,University,13,5427.59,2.97,3.31,2,8,4,2,12.57,2.83,9.59,13,82.03,1,8,1,93.33,Brunch,Saturday,Spring,Any,Desktop,True,True,False
105,Dennis,Collins,dennis.collins627@email.com,555-1472,2023-11-08,24,Facebook,25,1924.5,76.98,2025-02-11,81,Foodies,True,308,Merchandise,SMS,35-44,All Locations,14,3033.8,1.8,4.43,0,10,6,3,17.56,7.19,5.37,0,33.77,2,13,8,83.33,All Day,Saturday,All,Sunny,Desktop,True,False,True
106,Donna,Campbell,donna.campbell247@email.com,555-6421,2024-12-28,2,Google Ads,8,814.96,101.87,2025-03-23,330,App Users,True,190,Subscription,Email,45-54,Downtown,36,1285.85,4.25,2.83,3,20,10,3,33.72,13.8,24.51,17,71.62,2,13,2,26.67,Morning,Thursday,Spring,Sunny,Tablet,False,True,False
107,Betty,Howard,betty.howard734@email.com,555-6952,2024-07-02,4,Email,21,4080.3,194.3,2025-10-14,354,Families,False,481,Latte,Push,25-34,Business Dist,17,12540.89,0.76,4.92,3,6,5,2,66.18,20.42,9.17,6,40.06,0,12,7,70.0,Morning,Wednesday,All,Cloudy,Mobile,False,True,False
108,Daniel,Hamilton,daniel.hamilton914@email.com,555-8381,2024-06-27,22,Facebook,16,372.96,23.31,2025-08-08,262,Foodies,False,143,Merchandise,SMS,25-34,Downtown,20,1018.16,2.83,3.63,6,19,16,7,50.04,24.54,38.68,0,76.18,1,6,8,53.33,Brunch,Saturday,All,Cold,Desktop,False,True,False
109,Joshua,Ramirez,joshua.ramirez307@email.com,555-9975,2024-11-21,23,Google Ads,13,607.1,46.7,2025-02-22,125,Families,True,117,Gift Cards,Social,18-24,University,23,1458.89,2.94,3.09,6,16,12,7,45.89,6.89,46.15,0,89.81,1,11,7,43.33,All Day,Thursday,All,Cold,Tablet,True,False,True
110,Joshua,Nelson,joshua.nelson769@email.com,555-3636,2024-12-19,22,SMS,18,550.44,30.58,2025-01-23,307,Students,False,223,Cappuccino,Push,25-34,All Locations,17,1114.81,3.45,2.68,0,16,14,9,30.54,3.26,24.53,0,22.1,0,6,3,60.0,Evening,Saturday,Summer,Hot,Desktop,True,False,False
111,Jeffrey,Bryant,jeffrey.bryant727@email.com,555-7025,2024-02-14,18,Google Ads,15,440.55,29.37,2025-04-27,267,Families,True,46,Cold Brew,Push,35-44,All Locations,23,1417.5,3.84,2.92,2,3,1,0,75.22,30.69,16.64,3,82.82,1,14,0,50.0,Evening,Tuesday,Fall,Cold,Desktop,False,False,True
112,Donna,Wood,donna.wood564@email.com,555-6866,2025-07-26,23,LinkedIn,21,4551.96,216.76,2025-05-12,140,App Users,True,574,Cappuccino,SMS,35-44,University,15,9571.06,2.45,3.8,5,19,13,6,37.79,15.98,24.55,3,63.58,3,2,3,70.0,Evening,Wednesday,Fall,Any,Tablet,False,True,True
113,Stephanie,Rogers,stephanie.rogers263@email.com,555-9851,2024-12-23,1,LinkedIn,24,4364.16,181.84,2025-09-18,329,App Users,False,441,Latte,Email,18-24,Suburban,14,13433.66,2.93,3.34,2,9,6,3,16.1,2.38,37.56,17,88.14,0,14,8,80.0,Afternoon,Sunday,Spring,Any,Mobile,True,True,False
114,Matthew,Brown,matthew.brown589@email.com,555-4729,2025-01-17,14,TikTok,26,3355.56,129.06,2025-10-05,2,Foodies,True,340,Merchandise,Email,18-24,University,13,7415.82,1.97,4.57,2,12,8,3,53.19,10.97,5.41,10,52.55,3,10,1,86.67,All Day,Monday,Winter,Any,Tablet,True,True,False
115,Linda,Butler,linda.butler909@email.com,555-7113,2025-09-27,18,Facebook,25,1062.5,42.5,2025-05-14,8,New,True,110,Cappuccino,Push,55-64,Suburban,13,2196.16,2.24,3.58,7,9,4,2,17.97,1.92,31.53,0,79.32,1,14,2,83.33,Afternoon,Tuesday,Fall,Cold,Desktop,True,True,True
116,Susan,Collins,susan.collins132@email.com,555-4842,2025-06-28,10,Email,28,3725.96,133.07,2025-05-04,250,Families,False,426,Subscription,Push,25-34,Downtown,12,8436.18,2.46,3.12,7,16,9,3,34.17,7.43,32.6,9,24.37,0,11,9,93.33,Evening,Tuesday,Fall,Mild,Tablet,False,True,False
117,Jose,Davis,jose.davis862@email.com,555-5597,2025-05-18,18,Google Ads,28,3609.2,128.9,2025-01-13,139,Corporate,False,407,Merchandise,Push,55-64,Suburban,11,6832.83,1.44,4.04,4,18,13,4,45.52,18.63,33.7,8,43.47,1,2,7,93.33,Morning,Friday,Winter,Cold,Tablet,True,True,True
118,Helen,Simmons,helen.simmons170@email.com,555-9423,2025-05-18,15,Facebook,28,1675.52,59.84,2025-03-02,124,Students,False,344,Cappuccino,Email,35-44,University,12,4891.68,0.75,4.27,4,15,10,4,71.2,21.87,15.89,3,24.69,0,0,5,93.33,Afternoon,Monday,Fall,Cold,Desktop,False,False,True
119,Kevin,James,kevin.james258@email.com,555-7165,2025-02-22,17,TikTok,13,1557.27,119.79,2025-07-12,309,Health,True,164,Espresso,Social,25-34,Suburban,26,3669.33,4.11,2.92,7,6,4,1,44.55,10.66,37.13,5,88.27,1,2,7,43.33,Afternoon,Tuesday,Winter,Cold,Tablet,False,True,True
120,Gary,Ross,gary.ross165@email.com,555-3207,2024-01-03,17,Instagram,9,1004.94,111.66,2025-10-28,228,Local,False,198,Iced Coffee,Email,25-34,Business Dist,36,1742.66,2.53,2.92,5,16,11,6,59.16,14.71,9.11,15,77.19,3,2,6,30.0,All Day,Thursday,Spring,Cloudy,Mobile,False,False,True
121,Joshua,James,joshua.james881@email.com,555-9263,2023-11-08,14,Facebook,29,4687.85,161.65,2025-03-05,10,Local,True,488,Latte,Email,45-54,All Locations,12,15324.68,3.3,2.59,1,16,9,5,79.5,7.99,13.97,1,79.68,3,3,4,95.0,Brunch,Wednesday,Summer,Mild,Tablet,False,True,False
122,Jason,Morgan,jason.morgan264@email.com,555-4096,2025-10-03,23,Instagram,15,2491.05,166.07,2025-04-02,212,Local,True,370,Merchandise,Social,35-44,All Locations,19,5188.73,1.52,4.34,7,15,12,5,19.2,4.22,44.49,17,85.66,1,3,8,50.0,Brunch,Friday,Winter,Cold,Desktop,False,True,False
123,George,Gonzales,george.gonzales973@email.com,555-3650,2025-06-28,7,TikTok,13,395.46,30.42,2025-03-29,112,Health,True,100,Espresso,Email,35-44,Suburban,26,968.94,1.99,4.16,2,15,13,5,29.23,10.48,38.24,9,25.96,0,2,3,43.33,Evening,Monday,All,Sunny,Tablet,False,True,True
124,Patricia,Young,patricia.young35@email.com,555-9364,2024-04-28,23,Google Ads,1,106.16,106.16,2025-05-10,8,Local,True,133,Seasonal Items,Push,55-64,Suburban,122,348.72,2.72,3.69,4,12,9,4,37.62,18.42,5.62,16,46.99,2,9,5,5.0,All Day,Monday,Summer,Sunny,Tablet,True,False,True
125,Betty,Gray,betty.gray110@email.com,555-2185,2024-05-11,10,LinkedIn,25,4098.75,163.95,2025-03-04,292,New,False,572,Cappuccino,Social,45-54,Business Dist,14,10803.27,1.82,4.61,5,11,5,2,39.53,17.35,16.18,12,24.97,3,11,1,83.33,All Day,Sunday,Summer,Hot,Mobile,False,True,True
126,Deborah,Hayes,deborah.hayes841@email.com,555-6603,2025-07-23,18,Facebook,7,950.04,135.72,2025-07-27,362,Foodies,True,272,Cappuccino,SMS,35-44,Suburban,36,1395.48,1.2,4.51,0,14,7,2,38.77,4.24,14.65,17,34.76,3,7,1,23.33,Afternoon,Tuesday,Fall,Any,Tablet,True,True,False
127,Donna,Allen,donna.allen783@email.com,555-9374,2024-12-26,13,Google Ads,9,1952.91,216.99,2025-08-09,253,Local,False,276,Pastries,Email,55-64,Business Dist,36,6564.93,1.96,3.96,4,9,5,1,73.53,33.78,17.19,12,36.06,2,7,1,30.0,Evening,Saturday,Summer,Sunny,Tablet,True,True,False
128,Jennifer,Bell,jennifer.bell718@email.com,555-7099,2024-09-30,13,SMS,24,4116.0,171.5,2025-04-25,14,Foodies,True,473,Cappuccino,SMS,25-34,Business Dist,13,10881.59,1.47,4.67,0,19,13,5,59.98,24.79,16.14,16,52.84,1,12,9,80.0,Morning,Tuesday,Spring,Hot,Mobile,False,True,True
129,Nicole,Cooper,nicole.cooper763@email.com,555-6483,2025-01-15,12,LinkedIn,1,57.47,57.47,2025-01-16,240,App Users,True,150,Gift Cards,SMS,35-44,University,122,113.23,2.87,3.01,2,17,14,6,52.55,21.66,7.81,4,38.8,0,12,6,5.0,Evening,Saturday,All,Hot,Tablet,False,True,False
130,Frank,Perez,frank.perez728@email.com,555-5382,2024-01-28,21,TikTok,12,434.76,36.23,2025-10-26,242,Corporate,False,45,Latte,SMS,35-44,Downtown,23,660.98,4.02,2.78,1,5,4,1,31.66,8.97,25.65,10,27.07,1,0,1,40.0,Afternoon,Tuesday,Spring,Sunny,Mobile,True,True,True
131,Robert,Diaz,robert.diaz291@email.com,555-8260,2024-01-06,5,Facebook,8,1342.08,167.76,2025-06-20,342,App Users,True,293,Gift Cards,Push,25-34,All Locations,36,4061.48,3.08,3.17,5,16,11,6,67.67,17.54,37.97,6,31.72,4,6,1,26.67,Afternoon,Friday,All,Hot,Tablet,False,False,True
132,Michael,Johnson,michael.johnson536@email.com,555-3233,2024-10-21,10,Multi-Channel,24,626.4,26.1,2025-11-03,149,App Users,True,75,Gift Cards,Social,25-34,Business Dist,14,1645.03,3.73,2.64,3,15,12,4,76.85,17.0,32.3,9,30.31,3,10,8,80.0,All Day,Thursday,Spring,Cloudy,Mobile,False,True,False
133,Stephanie,Long,stephanie.long467@email.com,555-8418,2025-01-03,23,Multi-Channel,11,1702.03,154.73,2025-09-03,236,Families,True,289,Pastries,Email,25-34,Downtown,28,4130.76,2.5,3.83,2,16,9,5,67.48,8.52,35.28,16,88.12,4,1,6,36.67,Afternoon,Monday,Spring,Cloudy,Desktop,True,True,False
134,Lisa,Morris,lisa.morris849@email.com,555-1206,2025-06-06,25,Google Ads,19,4488.75,236.25,2025-03-09,306,Eco,True,573,Seasonal Items,Social,35-44,Suburban,18,14615.16,1.75,4.84,3,11,7,2,10.11,1.93,8.65,14,73.15,3,0,2,63.33,Morning,Saturday,All,Cold,Mobile,True,True,False
135,Robert,Chen,robert.chen993@email.com,555-1688,2024-02-21,23,Multi-Channel,17,2590.12,152.36,2025-10-07,167,Local,True,347,Cold Brew,Social,25-34,All Locations,20,7806.04,3.49,2.6,6,20,16,9,54.55,10.84,47.82,17,87.74,3,2,2,56.67,Morning,Tuesday,Spring,Cloudy,Desktop,False,False,True
136,Matthew,Perez,matthew.perez556@email.com,555-9029,2025-03-28,19,Facebook,8,874.24,109.28,2025-03-21,20,App Users,False,159,Iced Coffee,Social,55-64,University,33,1354.07,2.54,2.81,1,8,6,3,13.58,3.99,42.73,18,50.78,4,3,6,26.67,Brunch,Monday,All,Hot,Tablet,False,True,False
137,Nicole,James,nicole.james675@email.com,555-2092,2025-08-25,5,Facebook,3,503.88,167.96,2025-06-28,216,Loyal,True,117,Cold Brew,Social,25-34,All Locations,73,965.92,2.57,3.63,6,5,3,1,28.03,11.18,41.23,1,39.49,4,12,4,10.0,Morning,Monday,Fall,Mild,Desktop,False,False,True
138,Linda,Brown,linda.brown968@email.com,555-4537,2024-04-25,4,Email,3,376.2,125.4,2025-01-25,343,Families,True,179,Seasonal Items,Email,55-64,University,61,666.45,0.84,4.83,5,8,5,2,14.17,4.1,42.03,3,75.88,1,5,9,10.0,Brunch,Saturday,Spring,Sunny,Mobile,False,True,False
139,Karen,Kelly,karen.kelly220@email.com,555-7145,2024-03-24,24,SMS,1,145.49,145.49,2025-06-05,135,Health,True,115,Cold Brew,Social,25-34,Suburban,182,423.53,2.45,3.29,5,20,14,7,52.27,6.44,46.97,2,42.84,4,9,5,5.0,Evening,Monday,Winter,Cold,Tablet,True,True,False
140,Linda,Wilson,linda.wilson585@email.com,555-7550,2024-03-05,7,Email,27,6386.58,236.54,2025-06-06,129,Health,False,736,Cold Brew,Push,18-24,Downtown,12,8156.46,2.52,3.77,6,10,7,4,58.06,28.05,29.49,6,40.96,1,13,7,90.0,Evening,Wednesday,Spring,Hot,Mobile,True,True,True
141,Kimberly,Clark,kimberly.clark52@email.com,555-7436,2024-07-09,25,Email,5,544.0,108.8,2025-01-30,294,Families,False,64,Seasonal Items,Social,18-24,Business Dist,46,1365.85,4.02,2.6,3,18,13,6,18.01,8.59,14.01,17,36.28,1,4,8,16.67,All Day,Thursday,Fall,Any,Mobile,True,True,False
142,Stephanie,Washington,stephanie.washington424@email.com,555-7939,2024-09-29,12,Google Ads,10,2410.7,241.07,2025-08-24,246,Health,True,345,Pastries,Email,25-34,Suburban,26,7120.38,3.14,2.87,5,4,2,1,36.87,15.27,32.76,9,29.08,1,14,0,33.33,Evening,Tuesday,Summer,Sunny,Tablet,True,True,False
143,Jennifer,Kelly,jennifer.kelly536@email.com,555-5237,2024-03-26,16,Facebook,7,1597.61,228.23,2025-06-21,189,Loyal,True,343,Cold Brew,Push,18-24,Downtown,33,5138.81,1.18,4.97,3,14,11,3,41.94,20.82,38.43,6,37.95,3,14,2,23.33,Brunch,Saturday,Winter,Mild,Tablet,False,False,True
144,Joshua,Gray,joshua.gray990@email.com,555-8503,2024-03-13,23,Instagram,26,1690.78,65.03,2025-05-09,44,Loyal,True,235,Iced Coffee,SMS,55-64,University,13,3359.22,1.94,4.91,2,20,17,6,35.83,11.39,38.21,7,44.87,3,13,6,86.67,Morning,Saturday,Winter,Hot,Mobile,True,False,False
145,Eric,Bell,eric.bell247@email.com,555-3502,2024-07-29,10,LinkedIn,9,323.55,35.95,2025-06-01,86,Foodies,False,154,Gift Cards,SMS,45-54,Suburban,30,999.41,3.61,2.51,5,20,17,5,18.47,8.96,28.47,5,67.18,4,3,5,30.0,All Day,Tuesday,Winter,Sunny,Tablet,False,True,False
146,Samantha,Taylor,samantha.taylor135@email.com,555-4026,2025-09-12,25,SMS,28,1209.04,43.18,2025-03-11,44,Local,True,149,Subscription,SMS,45-54,Business Dist,11,1758.49,2.42,4.88,3,4,2,1,39.33,5.12,8.08,0,24.38,3,7,6,93.33,Brunch,Tuesday,Fall,Cloudy,Mobile,True,True,True
147,Ashley,Adams,ashley.adams438@email.com,555-7633,2025-08-27,20,TikTok,7,169.33,24.19,2025-10-17,330,Health,True,153,Gift Cards,Push,55-64,Downtown,33,532.85,2.18,4.1,2,12,8,3,62.58,15.41,21.7,3,34.74,4,10,7,23.33,Afternoon,Wednesday,Spring,Hot,Desktop,False,False,False
148,Nancy,Gonzales,nancy.gonzales560@email.com,555-3216,2024-09-01,14,LinkedIn,9,375.48,41.72,2025-08-15,145,Foodies,True,232,Espresso,Email,18-24,Business Dist,33,560.68,0.45,4.67,5,19,14,5,14.97,2.85,46.43,13,76.63,3,11,5,30.0,Evening,Monday,All,Mild,Desktop,True,True,True
149,Gregory,Hamilton,gregory.hamilton985@email.com,555-8311,2024-12-17,21,Facebook,8,1416.72,177.09,2025-11-04,51,New,True,294,Merchandise,Push,25-34,Suburban,36,2994.61,2.74,3.64,4,17,9,4,15.61,2.78,31.3,16,30.28,0,13,2,26.67,All Day,Saturday,Spring,Hot,Desktop,True,True,True
150,Jessica,Washington,jessica.washington592@email.com,555-5889,2024-11-03,3,Instagram,12,436.44,36.37,2025-10-19,242,New,True,119,Espresso,Social,35-44,University,28,1324.06,2.4,3.79,6,20,10,4,34.83,5.44,29.22,19,43.99,0,3,1,40.0,Brunch,Sunday,Summer,Any,Desktop,True,False,True
151,Kevin,Wilson,kevin.wilson496@email.com,555-5705,2024-07-28,20,LinkedIn,2,186.72,93.36,2025-02-25,294,Corporate,False,188,Pastries,SMS,55-64,Suburban,61,288.45,2.92,3.72,6,17,12,4,75.92,26.49,17.1,17,80.53,4,12,6,6.67,Evening,Tuesday,Summer,Sunny,Mobile,True,True,False
152,Stephanie,Mitchell,stephanie.mitchell261@email.com,555-2111,2024-11-27,10,LinkedIn,1,214.32,214.32,2025-05-17,51,Loyal,True,29,Pastries,Push,18-24,Suburban,182,370.19,2.17,4.17,4,13,8,5,56.8,23.43,21.58,10,30.84,3,9,0,5.0,Brunch,Tuesday,Spring,Any,Tablet,False,False,True
153,Christopher,Martinez,christopher.martinez993@email.com,555-3446,2024-12-25,1,LinkedIn,16,405.6,25.35,2025-05-29,266,Eco,False,80,Cold Brew,Social,45-54,Downtown,18,1160.49,3.08,2.85,1,9,6,2,57.51,19.05,45.29,13,25.79,3,11,2,53.33,Brunch,Tuesday,Winter,Hot,Desktop,False,False,True
154,Brian,Griffin,brian.griffin895@email.com,555-9579,2024-11-25,25,LinkedIn,23,4768.59,207.33,2025-02-12,120,Students,False,501,Espresso,Email,35-44,Downtown,15,13619.49,2.82,2.57,3,4,2,1,35.33,5.61,34.99,8,53.92,1,12,3,76.67,All Day,Sunday,Summer,Rainy,Desktop,False,True,True
155,Scott,Jackson,scott.jackson280@email.com,555-3446,2025-04-30,9,Email,23,1951.09,84.83,2025-06-14,200,Loyal,True,199,Merchandise,SMS,25-34,Downtown,15,5218.46,2.63,3.27,0,4,2,0,51.56,21.88,40.43,14,41.17,2,1,0,76.67,Evening,Friday,Winter,Cold,Desktop,True,True,False
156,Stephanie,Gonzales,stephanie.gonzales457@email.com,555-6826,2024-11-23,11,Google Ads,24,1132.32,47.18,2025-03-13,248,App Users,False,251,Pastries,SMS,25-34,Suburban,14,3166.06,1.31,4.26,7,13,10,6,10.71,3.8,25.45,11,59.44,4,14,4,80.0,All Day,Wednesday,Winter,Hot,Mobile,True,True,False
157,Anthony,Taylor,anthony.taylor416@email.com,555-2752,2024-11-09,18,Email,5,901.25,180.25,2025-04-24,70,Corporate,False,276,Espresso,Social,25-34,All Locations,52,2206.5,2.71,3.0,7,20,15,5,54.53,13.92,33.36,9,76.27,2,2,9,16.67,Brunch,Sunday,Spring,Cold,Desktop,True,False,False
158,Steven,Martinez,steven.martinez613@email.com,555-2781,2024-02-06,25,TikTok,3,493.98,164.66,2025-08-22,341,Health,False,172,Pastries,Social,45-54,All Locations,91,878.86,2.11,4.18,6,13,8,4,73.93,27.33,16.18,18,29.6,2,5,2,10.0,All Day,Thursday,Fall,Cloudy,Tablet,False,True,True
159,Richard,Lee,richard.lee379@email.com,555-9992,2025-08-15,1,LinkedIn,12,2661.84,221.82,2025-04-25,57,New,False,303,Seasonal Items,SMS,25-34,Business Dist,28,5310.64,1.91,4.92,1,16,8,5,52.88,10.79,36.75,18,60.65,4,7,1,40.0,Afternoon,Tuesday,All,Hot,Desktop,True,True,False
160,Andrew,Richardson,andrew.richardson916@email.com,555-7974,2024-01-09,6,Multi-Channel,8,1512.56,189.07,2025-07-08,39,App Users,True,222,Gift Cards,Social,45-54,All Locations,33,2446.83,3.47,2.73,4,18,14,4,71.16,16.94,24.24,5,55.39,3,7,2,26.67,All Day,Wednesday,Summer,Sunny,Tablet,False,False,True
